OrderKey|Line Number|ProductKey|Quantity|Unit Price|Net Price|Unit Cost
297611|1|1130|1|350.9|301.774|161.37
297611|2|1643|7|75.244|75.244|34.606
297612|0|1388|5|46.186|46.186|21.238
297612|1|2496|1|13.986|12.8671|7.126
297612|2|2265|7|206.991|206.991|95.184
297612|3|1467|1|421.4|387.688|193.788
297613|0|2281|2|206.991|206.991|95.184
297613|1|1600|2|75.244|66.9671|34.606
297613|2|1648|2|142.987|131.548|72.904
297700|0|2000|9|85.491|82.9262|43.587
297701|0|1445|1|375.2|326.424|172.536
297702|0|1665|5|4.491|4.2664|2.286
297702|1|1466|4|406|361.34|186.704
297702|2|2101|1|789.75|679.185|363.177
297703|0|1478|2|420|420|193.144
297704|0|332|3|208.05|208.05|106.0675
297705|0|1975|4|2879.991|2879.991|954.198
297705|1|1431|3|358.4|358.4|164.822
296814|2|1540|1|532|532|176.26
296814|3|1676|3|8.091|7.12|3.717
296814|4|1735|4|25.2|23.436|12.852
296814|5|2382|3|98.991|88.1019|50.472
296814|6|1555|3|515.2|515.2|170.702
296815|0|1587|7|23.387|23.1531|10.751
296816|0|2077|4|89.991|80.0919|45.882
296816|1|2488|2|20.986|18.4676|10.696
296816|2|846|1|23.4|23.4|11.925
296816|3|64|6|162.9|153.126|74.916
296816|4|1607|2|233.987|219.9477|107.601
296816|5|1750|1|98.1|86.328|32.499
296817|0|1015|3|220|195.8|72.886
296817|1|2023|3|89.991|80.9919|45.882
296900|0|1655|2|376.987|376.987|124.904
296900|1|1683|9|4.491|4.1766|2.286
296901|0|1329|1|23.786|20.6938|10.934
296901|1|2490|1|20.986|19.3071|10.696
296901|2|1576|1|16.887|16.887|8.606
296901|3|2501|4|33.208|30.2192|16.926
296901|4|97|1|60.66|60.66|30.924
296902|0|1509|2|434|390.6|199.584
296902|1|452|8|329.925|293.6332|168.21
296902|2|1630|3|29.757|26.4837|9.854
296903|0|2493|1|34.986|30.4378|17.836
296903|1|1330|3|32.186|29.9329|14.798
296903|2|1620|1|79.287|79.287|36.465
296904|0|2100|1|1327.5|1168.2|439.83
296905|0|2095|4|1327.5|1327.5|439.83
296905|1|73|1|43.155|43.155|19.845
296905|3|2488|5|20.986|20.986|10.696
296906|0|455|3|1378.5|1378.5|456.72
296906|1|1579|3|284.7|250.536|94.328
296906|2|1657|1|233.987|233.987|107.601
296907|0|1469|7|280|240.8|128.758
296908|0|1496|2|403.2|354.816|185.416
296908|1|1312|1|225.5|198.44|103.697
296909|0|1554|1|417.2|367.136|191.856
296909|1|350|1|598.5|550.62|305.13
296909|2|1640|1|29.757|27.674|9.854
296909|3|1677|6|4.491|4.491|2.286
296910|0|1658|1|142.987|141.5571|72.904
296910|1|1358|5|55.986|55.986|25.746
296911|0|436|5|553.5|487.08|282.195
296912|0|1630|4|29.757|29.757|9.854
296912|1|1594|6|12.987|12.987|6.617
297000|0|1443|6|824.6|717.402|273.21
297000|1|436|1|553.5|498.15|282.195
297001|0|1619|6|77.987|77.987|35.867
297001|1|1643|1|75.244|75.244|34.606
297002|0|1478|5|420|420|193.144
297002|1|400|5|1137|1114.26|522.87
297002|2|1920|10|116.991|116.991|59.643
297002|3|1673|2|4.95|4.95|2.52
297003|0|132|1|190|169.1|96.8715
297003|1|1640|1|29.757|29.757|9.854
297003|2|1457|2|264.6|235.494|121.674
297003|3|1488|8|420|386.4|193.144
297003|4|1414|4|358.4|333.312|164.822
297003|5|1599|8|75.244|74.4915|34.606
297003|6|15|5|69.912|65.7172|32.148
297004|0|425|1|553.5|476.01|282.195
297004|1|1895|7|1439.1|1439.1|733.698
297004|2|1624|3|284.7|284.7|94.328
297005|0|1582|2|23.387|21.9837|10.751
297006|0|808|10|19.425|19.425|9.9
297006|1|1817|2|28.8|28.8|14.679
297006|2|991|7|294.8|268.268|97.669
297006|3|637|1|343.5|326.325|175.125
297006|4|932|2|82.5|82.5|42.06
297007|0|435|5|404.925|356.334|206.445
297007|1|1614|3|337.987|337.987|111.982
297008|0|382|3|574.425|574.425|292.86
297009|0|1387|2|40.586|35.7156|18.662
297010|0|385|1|489|489|249.3
297010|1|1472|10|334.6|334.6|153.874
297011|0|451|1|838.5|788.19|385.59
297011|1|2098|1|457.2|429.768|233.091
297012|0|1445|1|375.2|375.2|172.536
297013|0|1315|7|225.5|225.5|103.697
297014|0|494|3|418.5|385.02|192.45
297015|0|2112|3|711.9|626.472|327.375
297015|1|1650|2|376.987|331.7485|124.904
297015|2|460|2|449.85|449.85|229.35
297015|3|455|5|1378.5|1378.5|456.72
297016|0|1139|3|360.8|360.8|165.924
297016|1|552|3|3748.5|3448.62|1241.955
297016|2|1600|1|75.244|67.7196|34.606
297016|3|1665|1|4.491|3.9969|2.286
297017|0|1590|2|29.757|26.1861|9.854
297017|1|1247|4|54.989|54.4391|28.039
297018|0|1597|1|75.244|75.244|34.606
297019|0|1592|10|23.387|20.5805|10.751
297019|1|505|4|928.5|807.795|307.635
297019|2|628|8|688.5|688.5|228.12
297020|0|629|1|448.5|394.68|148.59
297020|1|431|6|553.5|553.5|282.195
297020|2|408|2|1137|1137|522.87
297020|3|1608|5|142.987|142.987|72.904
297020|4|1502|2|334.6|301.14|153.874
297021|0|942|8|62.985|62.985|32.115
297022|0|1501|5|320.6|320.6|147.434
297023|0|1573|1|76.687|75.9201|35.269
297023|1|1962|1|116.991|109.9715|59.643
297023|2|1725|2|50.4|44.352|25.695
297100|0|1654|5|337.987|310.948|111.982
297100|1|1624|3|284.7|253.383|94.328
297100|2|1491|7|320.6|304.57|147.434
297100|3|1601|2|207.987|195.5077|95.641
297101|0|410|1|1948.5|1714.68|645.57
297101|1|1616|2|74.087|65.1965|34.073
297101|2|910|6|153|140.76|78
297101|3|1367|3|50.386|44.3396|23.17
297101|4|1660|4|376.987|339.2883|124.904
297101|5|1422|5|421.4|421.4|193.788
297200|0|1410|3|322|289.8|148.078
297201|0|590|2|1498.5|1498.5|689.1
297201|1|2035|8|89.991|89.091|45.882
297201|2|580|5|748.5|658.68|381.6
297202|0|1585|1|29.757|29.757|9.854
297202|1|354|2|574.425|522.7267|292.86
297203|0|1578|4|284.7|281.853|94.328
297203|1|1232|5|976.8|879.12|449.196
297204|0|905|1|113.985|113.985|58.11
297205|0|161|2|1512.59|1346.2051|501.1535
297206|0|1575|1|79.287|79.287|36.465
297207|0|1646|2|207.987|180.9486|95.641
297207|1|702|4|118.5|104.28|60.42
297207|2|1048|1|469.7|469.7|155.617
297208|0|1547|8|357|314.16|164.178
297208|1|1425|3|740.6|651.728|245.378
297208|2|1424|2|280|240.8|128.758
297209|0|53|1|266.4|237.096|88.263
297209|1|1669|3|6.201|6.201|2.853
297209|2|1344|9|22.4|19.936|11.424
297209|3|535|3|268.5|268.5|123.48
297209|4|2268|2|71.955|66.1986|36.684
297210|0|1387|4|40.586|34.9039|18.662
297300|0|556|5|748.5|748.5|381.6
297300|1|1821|9|28.8|25.632|14.679
297301|0|578|1|1498.5|1498.5|689.1
297301|1|57|1|140.4|140.4|71.577
296201|4|638|1|748.5|673.65|381.6
296202|0|1649|2|337.987|290.6688|111.982
296202|1|1439|3|421.4|421.4|193.788
296203|0|2334|2|572.391|497.9801|189.648
296203|1|429|9|899.85|791.868|413.805
296204|0|1677|1|4.491|3.9969|2.286
296204|1|1156|1|1760|1760|583.121
296204|2|454|2|404.85|404.85|206.4
296204|3|548|3|285|245.1|131.055
296205|0|2280|4|241.65|217.485|111.123
296206|0|432|7|749.85|659.868|382.29
296300|0|1333|1|46.186|40.6436|21.238
296301|0|2063|2|161.991|142.552|74.493
296301|1|127|1|136.23|132.1431|69.4545
296302|0|1608|3|142.987|125.8285|72.904
296302|1|2296|4|241.65|229.5675|111.123
296304|0|447|1|344.85|327.6075|175.815
296305|0|2021|2|161.991|150.6516|74.493
296305|1|58|2|140.4|140.4|71.577
296305|2|1352|2|32.186|29.2892|14.798
296306|0|2150|1|134.1|134.1|68.364
296307|0|1694|4|7.992|7.992|3.672
296308|0|2515|2|4.69|4.6431|2.394
296308|1|1425|6|740.6|740.6|245.378
296308|2|696|9|285|265.05|131.055
296309|0|1950|6|116.991|104.1219|59.643
296309|1|1515|6|322|318.78|148.078
296310|0|432|1|749.85|644.871|382.29
296310|1|426|2|749.85|749.85|382.29
296310|2|1654|5|337.987|337.987|111.982
296311|0|1635|3|29.757|29.757|9.854
296500|0|230|2|569.05|523.526|261.687
296500|1|378|1|1137|1137|522.87
296500|2|777|1|20.85|20.85|10.635
296501|0|1653|7|142.987|132.9779|72.904
296501|1|130|1|190|190|96.8715
296501|2|1673|2|4.95|4.4055|2.52
296502|0|1052|3|689.7|648.318|228.514
296502|1|1618|3|76.687|76.687|35.269
296502|2|1653|2|142.987|122.9688|72.904
296503|0|2511|2|5.684|4.945|2.898
296504|0|1459|2|358.4|358.4|164.822
296504|1|1696|3|15.291|13.1502|5.067
296504|2|175|7|111.055|97.7284|51.072
296504|3|1576|2|16.887|15.536|8.606
296505|0|187|3|123.405|111.0645|40.888
296505|1|99|3|108|108|49.662
296505|2|1436|1|361.2|310.632|166.11
296505|3|1525|5|562.8|500.892|186.466
296600|0|1578|4|284.7|279.006|94.328
296600|1|364|1|574.425|574.425|292.86
296601|0|1187|2|935|935|429.968
296602|0|1543|7|562.8|562.8|186.466
296602|1|169|7|113.05|113.05|51.984
296602|2|1630|1|29.757|27.3764|9.854
296602|3|1578|2|284.7|281.853|94.328
296602|4|1427|1|322|322|148.078
296603|0|446|2|329.925|329.925|168.21
296603|1|46|1|134.955|134.955|68.805
296603|2|1408|5|740.6|659.134|245.378
296603|3|1544|4|333.2|333.2|153.23
296604|0|2105|7|1327.5|1327.5|439.83
296605|0|1510|1|180.6|162.54|92.078
296605|1|1585|2|29.757|29.757|9.854
296606|0|2085|1|1327.5|1141.65|439.83
296607|0|433|5|1453.5|1322.685|481.575
296608|0|2103|1|457.2|457.2|233.091
296608|1|376|2|574.425|574.425|292.86
296608|2|332|3|208.05|201.8085|106.0675
296609|0|1762|3|28.251|26.8384|14.4
296609|1|2498|1|33.208|30.5513|16.926
296609|2|2050|7|179.991|179.991|82.773
296609|3|292|2|475|441.75|218.4335
296609|4|62|2|162.9|162.9|74.916
296609|5|622|1|3442.5|3442.5|1140.57
296609|6|8|4|53.991|53.991|27.522
296700|0|1649|2|337.987|337.987|111.982
296701|0|523|3|208.5|208.5|106.305
296701|1|471|1|148.5|129.195|75.705
296701|2|428|3|1453.5|1438.965|481.575
296702|0|2373|3|269.991|234.8921|137.646
296702|1|1678|2|15.201|15.0489|5.04
296702|2|1619|5|77.987|67.0688|35.867
296702|3|1433|3|431.2|392.392|198.296
296702|4|2114|4|231.75|231.75|118.152
296702|5|1376|7|43.4|43.4|14.378
296703|0|1727|7|50.4|50.4|23.175
296703|1|1523|3|418.6|368.368|192.5
296703|2|1510|5|180.6|180.6|92.078
296704|0|1676|1|8.091|7.3628|3.717
296705|0|664|2|343.5|302.28|113.805
296705|1|1678|1|15.201|15.201|5.04
296706|0|1535|4|375.2|356.44|172.536
296707|0|109|1|119.691|119.691|55.044
296707|1|1563|1|375.2|341.432|172.536
296708|0|1469|1|280|280|128.758
296709|0|1579|3|284.7|284.7|94.328
296710|0|1451|1|375.2|375.2|172.536
296711|0|1640|8|29.757|29.757|9.854
296711|1|1529|4|357|314.16|164.178
296712|0|290|1|456|456|232.484
296712|1|2374|3|179.991|169.1915|91.764
296712|2|1615|3|376.987|376.987|124.904
296713|0|1617|10|75.387|67.8483|34.671
296713|1|1786|7|38.7|38.7|19.728
296713|2|211|1|607.05|607.05|279.1575
296713|3|1649|3|337.987|304.1883|111.982
296714|0|1407|3|22.4|22.4|11.424
296714|1|1701|2|4.482|4.482|2.286
296800|0|1119|8|360.8|357.192|165.924
296800|1|350|3|598.5|532.665|305.13
296800|2|433|2|1453.5|1453.5|481.575
296801|0|1447|10|418.6|368.368|192.5
296801|1|1612|3|233.987|215.268|107.601
296801|2|1638|3|18.057|17.5152|8.307
296802|0|457|3|329.925|326.6257|168.21
296802|1|443|7|523.5|450.21|240.735
296802|2|1167|1|176|158.4|89.727
296802|3|145|8|2754.9905|2424.3916|912.779
296803|0|1617|1|75.387|67.0944|34.671
296803|1|1432|1|420|420|193.144
296803|2|1550|4|392|360.64|180.264
296803|3|2512|2|181.986|181.986|60.298
296803|4|1680|6|6.291|6.291|3.204
296804|0|2509|1|5.684|5.684|2.898
296805|0|1376|3|43.4|43.4|14.378
296805|1|453|7|344.85|320.7105|175.815
296806|0|1503|3|376.6|327.642|173.18
296806|1|1656|3|207.987|207.987|95.641
296806|2|1591|2|16.458|14.9767|7.566
296807|0|2497|2|13.986|12.5874|7.126
296808|0|1801|3|28.8|28.8|14.679
296808|1|1172|1|464.2|413.138|236.665
296808|2|2508|5|6.636|6.0387|3.388
296809|0|1703|3|4.851|4.851|2.475
296810|0|2488|1|20.986|19.3071|10.696
296810|1|2217|1|206.991|206.991|95.184
296811|0|117|3|161.4905|145.3414|82.3365
296812|0|528|9|1228.5|1228.5|407.025
296813|0|84|5|89.991|89.991|41.382
296814|0|1489|4|434|381.92|199.584
296814|1|174|2|123.405|111.0645|40.888
295405|0|69|4|23.121|21.5025|11.79
295405|1|211|4|607.05|540.2745|279.1575
295405|2|1645|5|75.244|75.244|34.606
295405|3|2445|9|4.491|4.491|2.286
295406|0|1469|1|280|280|128.758
295406|1|1645|10|75.244|74.4915|34.606
295407|0|1437|4|278.6|242.382|128.114
295407|1|499|1|148.5|133.65|75.705
295407|2|458|2|344.85|303.468|175.815
295408|0|150|4|1125.7215|1035.6637|372.97
295408|1|1623|1|284.7|253.383|94.328
295408|2|1609|3|337.987|334.6071|111.982
295408|3|1417|1|375.2|375.2|172.536
295409|0|120|3|113.9905|98.0318|58.1115
295409|1|2509|7|5.684|5.684|2.898
295409|2|2498|3|33.208|33.208|16.926
295409|3|2517|4|4.69|4.69|2.394
295409|4|1608|10|142.987|141.5571|72.904
295409|5|1573|2|76.687|76.687|35.269
295500|0|1451|4|375.2|375.2|172.536
295500|1|2065|3|89.991|78.2921|45.882
295500|2|1600|2|75.244|64.7098|34.606
295501|0|448|1|404.85|356.268|206.4
295502|0|2160|1|400.5|348.435|184.176
295502|1|1581|4|284.7|284.7|94.328
295502|2|1754|1|80.1|80.1|36.837
295502|3|435|1|404.925|356.334|206.445
295503|0|1687|1|6.192|5.6347|2.844
295504|0|1416|4|431.2|431.2|198.296
295504|1|1108|1|691.9|691.9|229.24
295504|2|381|4|1048.5|1048.5|482.16
295504|3|417|1|898.5|808.65|413.19
295504|4|400|1|1137|1057.41|522.87
295504|5|1624|3|284.7|284.7|94.328
295505|0|154|2|446.4715|410.7537|205.314
295600|0|647|1|130.5|130.5|66.54
295600|1|717|3|177|177|81.39
295601|0|2091|2|789.75|789.75|363.177
295601|1|428|4|1453.5|1453.5|481.575
295601|2|1694|6|7.992|7.5124|3.672
295601|3|1605|6|376.987|376.987|124.904
295602|0|1225|1|1100|1100|364.452
295602|1|1577|7|284.7|261.924|94.328
295603|0|1453|1|361.2|321.468|166.11
295603|1|1646|4|207.987|207.987|95.641
295604|0|1692|2|6.291|5.9764|3.204
295605|0|1421|1|406|365.4|186.704
295606|0|168|1|122.55|122.55|56.354
295606|1|2038|5|179.991|156.5921|82.773
295607|0|465|9|388.5|361.305|178.665
295607|1|1571|2|74.087|69.6417|34.073
295607|2|466|7|418.5|372.465|192.45
295608|0|1457|3|264.6|243.432|121.674
295609|0|1654|4|337.987|337.987|111.982
295610|0|1610|6|376.987|327.9786|124.904
295611|0|1738|6|25.2|24.696|12.852
295611|1|1632|2|23.387|20.8144|10.751
295800|0|1053|5|646.8|569.184|214.302
295800|1|537|2|193.5|193.5|98.655
295801|0|966|7|202.95|180.6255|93.324
295801|1|1640|2|29.757|28.8642|9.854
295801|2|120|7|113.9905|113.9905|58.1115
295801|3|1628|7|18.057|18.057|8.307
295801|4|1409|1|824.6|709.156|273.21
295802|0|1551|1|418.6|418.6|192.5
295803|0|1676|1|8.091|7.0391|3.717
295804|0|1420|1|278.6|278.6|128.114
295900|0|483|4|148.5|130.68|75.705
295901|0|1496|1|403.2|354.816|185.416
295901|1|771|2|23.85|20.511|12.165
295901|2|1598|9|75.244|69.9769|34.606
295902|0|1536|2|417.2|396.34|191.856
295903|0|419|1|553.5|547.965|282.195
295903|1|1888|3|1790.1|1611.09|823.203
295904|0|600|2|3748.5|3336.165|1241.955
295904|1|83|2|89.991|80.0919|41.382
295904|2|2510|6|5.684|5.0019|2.898
295905|0|425|1|553.5|553.5|282.195
296000|0|1632|1|23.387|21.0483|10.751
296001|0|1252|3|65.989|59.3901|33.638
296001|1|1425|1|740.6|681.352|245.378
296001|2|1512|3|334.6|294.448|153.874
296001|3|1575|3|79.287|69.7725|36.465
296001|4|733|1|237|237|108.99
296002|0|460|1|449.85|449.85|229.35
296003|0|1344|7|22.4|22.4|11.424
296004|0|301|2|303.05|303.05|154.508
296004|1|1605|3|376.987|346.828|124.904
296004|2|1694|3|7.992|7.0329|3.672
296004|3|1419|7|361.2|314.244|166.11
296005|0|428|1|1453.5|1453.5|481.575
296006|0|1619|2|77.987|77.987|35.867
296006|1|1552|9|557.2|557.2|184.618
296006|2|2259|4|91.791|78.9402|46.8
296006|3|48|2|134.955|133.6054|68.805
296007|0|421|1|703.5|703.5|323.52
296007|1|1897|3|2879.991|2879.991|954.198
296008|0|2494|2|4.116|4.116|2.1
296100|0|459|3|404.85|348.171|206.4
296100|1|444|6|1378.5|1378.5|456.72
296100|2|229|4|284.905|284.905|145.255
296101|0|252|3|342|304.38|174.363
296101|1|438|3|1378.5|1295.79|456.72
296101|2|1600|4|75.244|75.244|34.606
296102|0|1633|4|18.057|16.2513|8.307
296102|1|1576|2|16.887|15.1983|8.606
296102|2|792|1|41.85|41.85|19.245
296102|3|444|2|1378.5|1240.65|456.72
296102|4|1836|7|899.1|800.199|458.388
296102|5|1483|6|376.6|350.238|173.18
296102|6|72|4|43.155|38.4079|19.845
296103|0|1581|8|284.7|284.7|94.328
296103|1|1492|1|334.6|304.486|153.874
296104|0|328|1|246.05|216.524|125.4475
296104|1|1519|1|434|434|199.584
296104|2|452|2|329.925|306.8302|168.21
296104|3|1533|1|418.6|380.926|192.5
296104|4|1496|1|403.2|403.2|185.416
296104|5|132|5|190|190|96.8715
296104|6|1703|7|4.851|4.851|2.475
296105|0|124|2|265.9905|265.9905|122.322
296105|1|1520|2|392|392|180.264
296106|0|456|2|838.5|838.5|385.59
296106|1|2511|2|5.684|5.684|2.898
296106|2|504|4|1303.5|1303.5|431.88
296107|0|1313|1|225.5|225.5|103.697
296107|1|905|1|113.985|99.1669|58.11
296107|2|491|5|928.5|928.5|307.635
296108|0|2497|1|13.986|13.986|7.126
296108|1|1469|2|280|280|128.758
296108|2|1487|4|373.8|373.8|171.892
296108|3|2506|1|6.636|6.636|3.388
296109|0|503|2|1228.5|1203.93|407.025
296109|1|1557|3|434|377.58|199.584
296109|2|2101|5|789.75|718.6725|363.177
296109|3|1455|1|406|406|186.704
296200|0|448|2|404.85|356.268|206.4
296200|1|1540|7|532|478.8|176.26
296201|0|1643|3|75.244|64.7098|34.606
296201|1|1316|1|13.986|12.0279|7.126
296201|2|178|1|62.7|62.7|31.9675
296201|3|1684|7|15.201|13.9849|5.04
294501|3|1371|7|46.186|40.6436|21.238
294501|4|379|1|489|435.21|249.3
294502|0|62|8|162.9|148.239|74.916
294503|0|683|1|193.5|172.215|88.98
294503|1|1432|1|420|415.8|193.144
294503|2|1592|2|23.387|23.387|10.751
294504|0|227|1|607.05|588.8385|279.1575
294504|1|2353|7|179.991|167.3916|91.764
294505|0|1721|4|63.117|55.5429|29.025
294505|1|1461|2|431.2|431.2|198.296
294600|0|2506|4|6.636|6.0387|3.388
294600|1|441|1|344.85|327.6075|175.815
294600|2|1933|2|2879.991|2879.991|954.198
294601|0|1637|2|23.387|23.387|10.751
294602|0|1932|3|116.991|102.952|59.643
294603|0|185|7|160.55|160.55|53.1905
294603|2|547|1|376.5|331.32|173.145
294604|0|1434|1|375.2|348.936|172.536
294604|1|1602|2|233.987|233.987|107.601
294604|2|1271|5|7.645|6.7276|3.894
294605|0|232|2|521.55|505.9035|239.8465
294606|0|1381|2|32.186|28.6455|14.798
294606|1|1301|1|104.5|94.05|48.059
294606|2|231|1|540.55|464.873|248.577
294606|3|1698|1|6.291|5.6619|3.204
294607|0|1108|1|691.9|691.9|229.24
294607|1|294|4|284.05|252.8045|144.818
294608|0|1574|6|77.987|69.4084|35.867
294700|0|1671|4|4.491|4.491|2.286
294700|1|431|3|553.5|492.615|282.195
294701|0|1935|2|443.7|443.7|204.039
294701|1|1370|1|66.416|61.1027|30.548
294701|2|243|2|388.55|345.8095|198.094
294702|0|2187|6|116.91|106.3881|59.607
294702|1|1641|3|16.458|14.483|7.566
294703|0|2506|3|6.636|5.906|3.388
294704|0|439|3|838.5|838.5|385.59
294704|1|681|3|181.5|168.795|83.46
294704|2|1398|2|40.586|35.7156|18.662
294704|3|443|4|523.5|460.68|240.735
294704|4|1692|1|6.291|5.5989|3.204
294704|5|1580|1|284.7|273.312|94.328
294705|0|504|3|1303.5|1147.08|431.88
294705|1|398|8|574.425|516.9825|292.86
294705|2|2112|2|711.9|711.9|327.375
294705|3|436|3|553.5|553.5|282.195
294706|0|295|1|265.05|265.05|135.128
294707|0|300|1|208.05|205.9695|106.0675
294708|0|2120|5|134.1|122.031|68.364
294708|1|1328|9|69.986|61.5876|23.184
294708|2|1371|6|46.186|45.2622|21.238
294800|0|669|2|282|265.08|129.675
294800|1|1640|1|29.757|28.2691|9.854
294800|2|455|1|1378.5|1378.5|456.72
294800|3|455|1|1378.5|1378.5|456.72
294801|0|170|4|103.55|103.55|47.6235
294802|0|32|8|229.5|229.5|76.041
294803|0|1589|3|12.987|11.4285|6.617
294803|1|1682|1|8.091|7.2009|3.717
294803|2|1617|3|75.387|75.387|34.671
294804|0|1420|2|278.6|245.168|128.114
294804|1|1517|1|373.8|366.324|171.892
294804|2|1650|1|376.987|361.9075|124.904
294804|3|475|3|1228.5|1081.08|407.025
294805|0|1690|1|15.291|13.1502|5.067
294805|1|195|1|607.05|607.05|279.1575
294900|0|90|5|134.991|124.1917|44.721
294901|0|1571|4|74.087|65.9374|34.073
294902|0|457|1|329.925|329.925|168.21
294903|0|1640|4|29.757|27.0788|9.854
294903|1|1646|1|207.987|203.8272|95.641
294903|2|2126|2|134.1|115.326|68.364
294903|3|514|3|103.5|93.15|34.29
294904|0|425|4|553.5|553.5|282.195
294904|1|1447|4|418.6|418.6|192.5
294905|0|450|6|1378.5|1378.5|456.72
294905|1|1807|5|28.8|28.8|14.679
294905|2|1617|3|75.387|64.8328|34.671
294906|0|1648|2|142.987|135.8376|72.904
294906|1|1475|6|322|322|148.078
294907|0|2081|1|161.991|161.991|74.493
294907|1|1603|1|142.987|127.2584|72.904
294907|2|1222|3|474.1|464.618|241.714
294908|0|778|1|19.425|17.2882|9.9
294909|0|1682|1|8.091|8.091|3.717
294910|0|785|3|14.25|14.25|6.555
294910|1|1568|1|392|344.96|180.264
294911|0|130|3|190|172.9|96.8715
294911|1|1327|1|65.786|58.5495|21.798
294911|2|1457|3|264.6|261.954|121.674
295100|0|1535|1|375.2|337.68|172.536
295100|1|1577|4|284.7|284.7|94.328
295101|0|1440|3|264.6|227.556|121.674
295101|1|1400|7|50.386|44.8435|23.17
295102|0|1474|7|291.2|291.2|133.91
295102|1|1811|2|28.8|25.056|14.679
295103|0|1788|2|38.7|38.7|19.728
295103|1|75|2|34.155|30.3979|15.705
295103|2|1580|4|284.7|284.7|94.328
295104|0|1632|1|23.387|20.5805|10.751
295200|0|1430|1|418.6|393.484|192.5
295200|1|1335|2|56.266|49.514|25.872
295200|2|760|3|20.85|20.85|10.635
295201|0|1279|2|16.489|16.489|8.404
295201|1|675|2|328.5|298.935|108.84
295202|0|1571|1|74.087|64.4556|34.073
295203|0|502|1|135|135|44.73
295203|1|455|4|1378.5|1378.5|456.72
295203|2|1650|1|376.987|376.987|124.904
295204|0|449|7|523.5|476.385|240.735
295204|1|41|3|208.8|206.712|96.021
295205|0|1661|2|4.95|4.6035|2.52
295300|0|558|1|448.5|385.71|148.59
295300|1|596|2|285|285|94.425
295300|2|1897|1|2879.991|2591.9919|954.198
295301|0|1627|1|23.387|20.5805|10.751
295301|1|1584|2|12.987|12.987|6.617
295301|2|1378|5|30.8|27.412|14.168
295301|3|445|2|838.5|737.88|385.59
295302|0|443|10|523.5|523.5|240.735
295302|1|2094|1|231.75|208.575|118.152
295302|2|1600|1|75.244|74.4915|34.606
295303|0|1535|7|375.2|326.424|172.536
295303|1|1497|5|373.8|373.8|171.892
295304|0|550|5|163.5|153.69|83.355
295304|1|436|2|553.5|487.08|282.195
295304|2|1800|1|28.8|28.8|14.679
295305|0|1673|2|4.95|4.95|2.52
295306|0|527|2|148.5|135.135|75.705
295307|0|174|2|123.405|117.2347|40.888
295308|0|1524|2|462|462|212.464
295400|0|1564|1|422.8|418.572|140.084
295400|1|2508|1|6.636|6.2378|3.388
295400|2|1417|10|375.2|375.2|172.536
295401|0|1435|3|410.2|369.18|188.636
295401|1|164|7|1512.59|1331.0792|501.1535
295402|0|1992|2|125.991|125.991|64.233
295402|1|1964|2|809.1|809.1|372.078
295403|0|1578|1|284.7|270.465|94.328
295403|1|531|4|1018.5|967.575|337.455
295403|2|1657|2|233.987|233.987|107.601
295404|0|2103|5|457.2|438.912|233.091
293505|1|1418|5|410.2|410.2|188.636
293505|2|632|1|208.5|208.5|106.305
293506|0|435|2|404.925|356.334|206.445
293506|1|1370|3|66.416|61.1027|30.548
293506|2|295|8|265.05|265.05|135.128
293506|3|446|2|329.925|293.6332|168.21
293507|0|1551|7|418.6|418.6|192.5
293508|0|1666|2|15.201|15.201|5.04
293509|0|434|1|898.5|898.5|413.19
293510|0|416|1|1453.5|1308.15|481.575
293510|1|1629|8|12.987|12.987|6.617
293511|0|157|4|1044.9905|971.8411|480.5575
293511|1|1485|2|322|322|148.078
293511|2|1124|4|722.7|650.43|239.448
293700|0|1455|1|406|377.58|186.704
293700|1|251|3|456|456|232.484
293701|0|1566|1|372.4|331.436|171.248
293701|1|1642|4|75.244|66.2147|34.606
293701|2|726|3|220.5|194.04|101.4
293702|0|1587|4|23.387|21.2821|10.751
293702|1|108|1|119.691|105.328|55.044
293702|2|1393|10|65.786|65.786|21.798
293703|0|1704|2|6.291|5.4102|3.204
293703|1|2028|5|125.991|115.9117|64.233
293704|0|2319|5|305.1|298.998|140.301
293800|0|1647|1|233.987|233.987|107.601
293800|1|1649|7|337.987|297.4285|111.982
293800|2|180|2|65.55|56.373|33.421
293801|0|268|3|844.55|844.55|279.813
293801|1|449|1|523.5|465.915|240.735
293801|2|433|2|1453.5|1279.08|481.575
293802|0|1473|5|376.6|335.174|173.18
293803|0|515|2|88.5|77.88|45.12
293804|0|2023|2|89.991|89.991|45.882
293804|1|1562|1|333.2|333.2|153.23
293805|0|1615|4|376.987|327.9786|124.904
293900|0|1430|4|418.6|418.6|192.5
293900|1|901|3|66|59.4|33.645
293901|0|459|4|404.85|356.268|206.4
293902|0|1830|1|1439.1|1323.972|733.698
293902|1|1484|2|291.2|291.2|133.91
293902|2|1563|4|375.2|360.192|172.536
293903|0|218|7|654.55|582.5495|301.0075
293903|1|1621|2|16.887|15.1983|8.606
293903|2|1655|3|376.987|376.987|124.904
293904|0|2499|2|33.208|29.5551|16.926
293904|1|1992|1|125.991|119.6914|64.233
293904|2|467|1|208.5|208.5|95.88
293904|3|1389|1|50.386|44.3396|23.17
293904|4|1625|2|284.7|261.924|94.328
293904|5|136|3|332.4525|295.8827|152.8835
293905|0|1762|1|28.251|28.251|14.4
